outcome,event_share,consequence_share,gini,n_numeric,total_reported
Deaths,0.4711111111111111,0.0,0.8892267706302794,225,1026.0
Deaths,0.47555555555555556,0.0,0.8892267706302794,225,1026.0
Deaths,0.48,0.0,0.8892267706302794,225,1026.0
Deaths,0.48444444444444446,0.0,0.8892267706302794,225,1026.0
Deaths,0.4888888888888889,0.0,0.8892267706302794,225,1026.0
Deaths,0.49333333333333335,0.0,0.8892267706302794,225,1026.0
Deaths,0.49777777777777776,0.0,0.8892267706302794,225,1026.0
Deaths,0.5022222222222222,0.0,0.8892267706302794,225,1026.0
Deaths,0.5066666666666667,0.0,0.8892267706302794,225,1026.0
Deaths,0.5111111111111111,0.0,0.8892267706302794,225,1026.0
Deaths,0.5155555555555555,0.0,0.8892267706302794,225,1026.0
Deaths,0.52,0.0,0.8892267706302794,225,1026.0
Deaths,0.5244444444444445,0.0,0.8892267706302794,225,1026.0
Deaths,0.5288888888888889,0.0,0.8892267706302794,225,1026.0
Deaths,0.5333333333333333,0.0,0.8892267706302794,225,1026.0
Deaths,0.5377777777777778,0.0,0.8892267706302794,225,1026.0
Deaths,0.5422222222222223,0.0,0.8892267706302794,225,1026.0
Deaths,0.5466666666666666,0.0,0.8892267706302794,225,1026.0
Deaths,0.5511111111111111,0.0,0.8892267706302794,225,1026.0
Deaths,0.5555555555555556,0.0,0.8892267706302794,225,1026.0
Deaths,0.56,0.0,0.8892267706302794,225,1026.0
Deaths,0.5644444444444444,0.0,0.8892267706302794,225,1026.0
Deaths,0.5688888888888889,0.0,0.8892267706302794,225,1026.0
Deaths,0.5733333333333334,0.0,0.8892267706302794,225,1026.0
Deaths,0.5777777777777777,0.0,0.8892267706302794,225,1026.0
Deaths,0.5822222222222222,0.0,0.8892267706302794,225,1026.0
Deaths,0.5866666666666667,0.0,0.8892267706302794,225,1026.0
Deaths,0.5911111111111111,0.0,0.8892267706302794,225,1026.0
Deaths,0.5955555555555555,0.0,0.8892267706302794,225,1026.0
Deaths,0.6,0.0,0.8892267706302794,225,1026.0
